City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Latitude,Longitude
Jaipur,2019-11-20,43.07,108.09,23.61,47.99,57.93,51.94,0.93,13.13,48.96,3.12,15.26,2.781705101327743,115.0,Moderate,26.9124,75.7873
Jaipur,2019-11-21,51.49,112.33,11.38,40.3,39.95,42.99,0.85,11.19,66.03,2.53,33.55,2.78188679245283,120.0,Moderate,26.9124,75.7873
Jaipur,2019-11-22,68.84,136.99,13.49,46.5,47.89,46.88,1.03,11.89,60.61,2.55,12.99,2.782068483577917,130.0,Moderate,26.9124,75.7873
Jaipur,2019-11-23,73.61,183.61,20.67,55.72,66.46,53.65,1.2,11.0,45.18,2.78,9.77,2.782250174703005,176.0,Moderate,26.9124,75.7873
Jaipur,2019-11-24,67.26,154.12,11.09,48.35,51.7,47.02,0.91,13.15,46.3,2.39,12.25,2.782431865828092,145.0,Moderate,26.9124,75.7873
Jaipur,2019-11-25,68.62,137.38,8.78,37.64,36.58,41.01,0.81,13.54,60.28,1.25,6.3,2.78261355695318,165.0,Moderate,26.9124,75.7873
Jaipur,2019-11-26,47.55,106.04,15.15,43.72,48.22,54.31,0.88,12.21,61.13,1.75,10.08,2.782795248078267,124.0,Moderate,26.9124,75.7873
Jaipur,2019-11-27,52.64,115.98,10.22,35.23,39.12,48.12,0.74,14.76,66.26,1.78,9.97,2.7829769392033543,109.0,Moderate,26.9124,75.7873
Jaipur,2019-11-28,91.33,173.58,9.37,36.15,41.64,47.78,1.07,12.92,62.43,2.76,8.37,2.7831586303284417,175.0,Moderate,26.9124,75.7873
Jaipur,2019-11-29,54.61,114.1,14.17,36.39,44.39,49.03,0.75,9.96,35.12,1.78,8.17,2.783340321453529,148.0,Moderate,26.9124,75.7873
Jaipur,2019-11-30,51.18,113.4,10.98,43.57,44.81,48.91,0.72,10.59,51.42,1.2,5.66,2.7835220125786164,118.0,Moderate,26.9124,75.7873
Jaipur,2019-12-01,52.02,113.24,10.82,46.12,47.21,47.27,0.79,12.57,56.94,1.5,5.81,2.783703703703704,119.0,Moderate,26.9124,75.7873
Jaipur,2019-12-02,42.73,103.89,18.17,52.45,58.9,46.35,0.92,16.07,55.6,2.88,8.84,2.783885394828791,120.0,Moderate,26.9124,75.7873
Jaipur,2019-12-03,50.78,133.0,34.45,65.24,86.05,65.04,1.21,17.42,44.5,4.74,14.02,2.7840670859538785,120.0,Moderate,26.9124,75.7873
Jaipur,2019-12-04,52.85,127.29,46.88,62.15,99.62,78.8,1.31,16.74,41.07,4.9,16.74,2.784248777078966,134.0,Moderate,26.9124,75.7873
Jaipur,2019-12-05,52.63,110.43,8.36,51.15,48.35,45.78,0.88,19.16,72.92,2.72,12.27,2.7844304682040533,123.0,Moderate,26.9124,75.7873
Jaipur,2019-12-06,73.44,154.65,9.49,62.43,61.78,53.69,1.05,15.88,61.14,3.89,11.11,2.7846121593291406,138.0,Moderate,26.9124,75.7873
Jaipur,2019-12-07,73.42,170.28,11.18,56.58,56.82,49.91,1.06,10.86,52.82,4.02,11.76,2.784793850454228,189.0,Moderate,26.9124,75.7873
Jaipur,2019-12-08,53.69,129.83,20.13,51.8,67.66,56.78,1.23,10.3,54.34,4.74,12.47,2.784975541579316,140.0,Moderate,26.9124,75.7873
Jaipur,2019-12-09,56.61,143.97,20.96,53.14,66.75,57.77,1.18,11.55,64.27,4.19,13.18,2.7851572327044027,127.0,Moderate,26.9124,75.7873
Jaipur,2019-12-10,70.48,170.32,35.78,65.52,88.16,70.18,1.58,13.66,46.63,5.56,15.38,2.78533892382949,164.0,Moderate,26.9124,75.7873
Jaipur,2019-12-11,73.27,159.87,33.06,59.22,79.62,68.83,1.33,13.22,51.47,5.61,18.84,2.785520614954577,172.0,Moderate,26.9124,75.7873
Jaipur,2019-12-12,67.04,133.17,5.07,37.72,35.13,34.8,0.82,9.51,79.11,2.57,9.65,2.785702306079665,162.0,Moderate,26.9124,75.7873
Jaipur,2019-12-13,53.64,110.13,9.81,37.64,38.65,30.95,0.79,13.03,37.08,2.34,8.0,2.785883997204752,141.0,Moderate,26.9124,75.7873
Jaipur,2019-12-14,33.21,67.13,8.25,32.5,34.56,25.85,0.68,15.75,41.45,1.67,7.57,2.78606568832984,86.0,Satisfactory,26.9124,75.7873
Jaipur,2019-12-15,42.15,88.25,7.14,33.88,34.72,27.72,0.69,13.43,42.13,1.97,7.4,2.786247379454927,86.0,Satisfactory,26.9124,75.7873
Jaipur,2019-12-16,41.92,85.13,8.82,33.78,33.14,28.82,0.8,14.38,40.94,2.11,6.3,2.786429070580014,85.0,Satisfactory,26.9124,75.7873
Jaipur,2019-12-17,47.55,96.44,16.6,36.97,47.37,35.87,0.99,13.61,30.83,3.54,14.88,2.786610761705101,89.0,Satisfactory,26.9124,75.7873
Jaipur,2019-12-18,67.99,145.26,22.7,53.16,67.99,54.31,1.12,12.01,33.53,6.09,23.62,2.7867924528301886,136.0,Moderate,26.9124,75.7873
Jaipur,2019-12-19,47.92,114.33,17.9,47.58,57.15,47.1,0.98,11.32,36.13,4.86,18.13,2.786974143955276,118.0,Moderate,26.9124,75.7873
Jaipur,2019-12-20,59.26,132.48,21.06,55.63,67.34,57.26,1.22,10.17,34.8,5.84,20.36,2.787155835080364,118.0,Moderate,26.9124,75.7873
Jaipur,2019-12-21,52.95,124.14,15.29,50.72,55.27,49.35,0.91,11.88,35.94,4.72,18.74,2.7873375262054507,129.0,Moderate,26.9124,75.7873
Jaipur,2019-12-22,29.05,74.88,11.58,33.15,38.33,35.28,0.66,10.34,38.69,2.57,15.1,2.787519217330538,100.0,Satisfactory,26.9124,75.7873
Jaipur,2019-12-23,37.53,102.75,26.85,47.21,63.24,43.98,0.96,10.89,35.59,4.09,23.8,2.787700908455625,101.0,Moderate,26.9124,75.7873
Jaipur,2019-12-24,43.69,107.85,6.21,48.98,40.83,26.01,0.96,11.45,47.06,3.8,16.13,2.787882599580713,108.0,Moderate,26.9124,75.7873
Jaipur,2019-12-25,43.58,110.92,19.2,63.5,65.71,37.04,1.04,12.16,32.49,4.61,19.06,2.7880642907058,110.0,Moderate,26.9124,75.7873
Jaipur,2019-12-26,54.28,137.0,45.77,69.79,96.58,48.86,1.08,11.22,28.11,5.85,22.43,2.788245981830888,124.0,Moderate,26.9124,75.7873
Jaipur,2019-12-27,55.55,151.74,41.42,77.26,96.65,52.73,1.3,13.06,29.57,6.61,23.82,2.788427672955975,145.0,Moderate,26.9124,75.7873
Jaipur,2019-12-28,64.59,164.04,24.38,78.18,82.95,51.35,1.18,11.23,36.27,6.8,22.56,2.7886093640810623,144.0,Moderate,26.9124,75.7873
Jaipur,2019-12-29,71.03,156.69,13.85,70.77,70.51,49.52,1.28,11.57,29.6,7.26,24.67,2.7887910552061497,146.0,Moderate,26.9124,75.7873
Jaipur,2019-12-30,80.04,183.66,8.7,60.65,55.85,41.64,1.24,12.76,37.5,6.99,23.31,2.788972746331237,182.0,Moderate,26.9124,75.7873
Jaipur,2019-12-31,69.91,168.36,6.99,43.68,40.45,32.8,1.06,9.95,30.58,5.12,15.8,2.7891544374563244,174.0,Moderate,26.9124,75.7873
Jaipur,2020-01-01,68.61,153.05,3.97,37.84,33.18,27.34,1.03,13.52,54.13,3.87,15.86,2.789336128581412,154.0,Moderate,26.9124,75.7873
Jaipur,2020-01-02,48.02,96.26,5.67,35.09,32.49,26.62,0.95,12.32,54.38,3.03,16.51,2.789517819706499,153.0,Moderate,26.9124,75.7873
Jaipur,2020-01-03,47.44,119.11,7.54,45.51,44.62,33.84,0.81,10.76,41.04,3.83,19.94,2.7896995108315865,108.0,Moderate,26.9124,75.7873
Jaipur,2020-01-04,52.46,120.23,14.72,47.22,55.68,47.9,1.11,10.01,36.18,4.51,23.9,2.789881201956674,111.0,Moderate,26.9124,75.7873
Jaipur,2020-01-05,66.18,143.95,22.43,49.72,69.22,57.93,1.2,14.26,30.41,6.86,37.11,2.7900628930817613,138.0,Moderate,26.9124,75.7873
Jaipur,2020-01-06,55.07,127.91,15.24,49.37,54.28,43.96,0.8,11.96,32.81,3.95,19.35,2.7902445842068486,129.0,Moderate,26.9124,75.7873
Jaipur,2020-01-07,46.61,103.39,5.69,37.36,35.02,34.8,0.81,10.42,50.94,2.61,10.01,2.790426275331936,106.0,Moderate,26.9124,75.7873
Jaipur,2020-01-08,54.75,116.72,7.85,34.88,36.53,31.05,0.85,11.06,34.35,3.51,10.53,2.790607966457024,113.0,Moderate,26.9124,75.7873
Jaipur,2020-01-09,31.13,64.83,6.2,34.99,34.16,27.71,0.64,12.29,45.67,2.32,10.59,2.7907896575821107,92.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-10,39.21,88.47,8.04,43.62,42.59,34.49,0.86,12.79,50.83,2.9,12.28,2.790971348707198,90.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-11,46.14,116.17,20.28,57.57,69.15,62.02,1.27,12.06,40.1,4.73,19.23,2.791153039832285,112.0,Moderate,26.9124,75.7873
Jaipur,2020-01-12,49.42,119.43,18.75,53.49,64.2,73.24,1.42,11.85,46.56,4.61,21.63,2.7913347309573724,121.0,Moderate,26.9124,75.7873
Jaipur,2020-01-13,48.46,124.35,18.39,47.46,56.52,47.18,0.91,13.05,37.9,5.34,16.76,2.79151642208246,126.0,Moderate,26.9124,75.7873
Jaipur,2020-01-14,34.99,96.06,7.8,33.08,34.28,29.08,0.76,12.35,44.74,3.03,9.08,2.791698113207547,108.0,Moderate,26.9124,75.7873
Jaipur,2020-01-15,43.5,92.31,5.32,30.98,29.3,24.94,0.65,11.63,47.5,3.16,11.55,2.7918798043326345,100.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-16,43.27,94.23,6.41,38.57,37.59,31.23,0.76,11.55,48.08,3.13,5.98,2.792061495457722,92.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-17,49.19,108.73,16.71,52.14,61.39,46.24,1.12,14.61,39.04,3.49,5.02,2.792243186582809,99.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-18,47.61,101.53,14.34,48.12,56.51,40.58,1.0,12.84,39.97,4.12,4.6,2.7924248777078966,116.0,Moderate,26.9124,75.7873
Jaipur,2020-01-19,58.77,119.35,12.23,43.38,49.87,35.19,0.86,14.82,50.48,3.86,3.36,2.792606568832984,114.0,Moderate,26.9124,75.7873
Jaipur,2020-01-20,60.37,137.1,13.22,56.22,61.52,47.78,0.84,10.47,46.14,3.5,4.75,2.792788259958072,136.0,Moderate,26.9124,75.7873
Jaipur,2020-01-21,47.88,93.14,6.07,34.98,33.96,29.34,0.81,9.74,53.34,2.89,4.32,2.7929699510831587,108.0,Moderate,26.9124,75.7873
Jaipur,2020-01-22,52.59,107.22,6.4,39.35,37.73,28.79,0.85,11.42,54.89,3.13,4.42,2.793151642208246,106.0,Moderate,26.9124,75.7873
Jaipur,2020-01-23,35.76,82.95,14.49,39.05,45.77,31.32,0.86,13.84,49.54,2.34,4.39,2.793333333333333,97.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-24,42.58,94.73,14.49,46.1,49.44,30.49,0.85,14.24,43.67,2.52,5.85,2.793515024458421,106.0,Moderate,26.9124,75.7873
Jaipur,2020-01-25,51.8,120.92,50.06,58.13,90.0,55.47,1.42,13.81,39.26,4.33,8.85,2.793696715583508,114.0,Moderate,26.9124,75.7873
Jaipur,2020-01-26,62.6,152.56,48.34,56.28,94.75,68.58,1.37,12.52,38.55,5.19,10.65,2.793878406708596,159.0,Moderate,26.9124,75.7873
Jaipur,2020-01-27,31.85,89.61,5.45,38.01,36.02,31.09,1.24,13.01,58.51,2.9,6.01,2.794060097833683,115.0,Moderate,26.9124,75.7873
Jaipur,2020-01-28,41.35,102.11,5.91,37.77,35.84,27.44,0.84,10.17,45.97,2.8,9.56,2.7942417889587703,94.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-29,28.2,58.37,7.1,35.56,38.02,25.95,0.72,7.4,53.34,1.59,3.87,2.7944234800838577,91.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-30,34.78,76.94,9.58,42.73,43.67,29.43,0.85,8.78,44.68,2.36,5.08,2.794605171208945,88.0,Satisfactory,26.9124,75.7873
Jaipur,2020-01-31,39.16,84.15,7.8,44.11,45.15,32.35,1.01,11.34,42.47,2.44,6.49,2.7947868623340324,90.0,Satisfactory,26.9124,75.7873
Jaipur,2020-02-01,48.24,107.15,13.5,43.05,48.57,31.61,0.97,9.87,48.61,3.47,8.18,2.79496855345912,104.0,Moderate,26.9124,75.7873
Jaipur,2020-02-02,51.08,114.62,9.46,40.38,41.75,29.45,1.17,10.9,56.42,3.53,7.03,2.795150244584207,109.0,Moderate,26.9124,75.7873
Jaipur,2020-02-03,47.03,105.2,6.81,40.61,39.87,30.15,1.08,11.57,54.92,3.69,8.53,2.7953319357092945,116.0,Moderate,26.9124,75.7873
Jaipur,2020-02-04,50.51,106.78,5.59,35.28,34.34,27.64,0.83,12.97,64.82,4.35,7.66,2.795513626834382,108.0,Moderate,26.9124,75.7873
Jaipur,2020-02-05,50.79,110.26,7.46,40.79,42.45,29.5,1.0,13.92,65.6,3.3,6.24,2.795695317959469,106.0,Moderate,26.9124,75.7873
Jaipur,2020-02-06,55.6,121.15,6.67,47.01,43.42,34.79,1.03,12.64,52.03,3.35,6.82,2.795877009084556,117.0,Moderate,26.9124,75.7873
Jaipur,2020-02-07,50.77,109.67,5.39,39.64,36.62,30.67,0.82,13.1,62.78,2.92,6.22,2.7960587002096435,114.0,Moderate,26.9124,75.7873
Jaipur,2020-02-08,46.02,93.48,5.21,43.33,40.92,32.83,1.08,14.4,62.17,2.2,5.36,2.796240391334731,110.0,Moderate,26.9124,75.7873
Jaipur,2020-02-09,59.48,126.91,12.8,51.97,55.18,42.11,1.18,12.54,51.55,4.56,8.29,2.7964220824598183,111.0,Moderate,26.9124,75.7873
Jaipur,2020-02-10,65.67,152.86,28.12,62.17,80.83,60.94,1.4,13.61,43.28,6.98,12.48,2.7966037735849056,150.0,Moderate,26.9124,75.7873
Jaipur,2020-02-11,60.95,129.13,22.63,55.3,70.23,55.93,1.28,15.08,61.41,3.98,8.73,2.796785464709993,132.0,Moderate,26.9124,75.7873
Jaipur,2020-02-12,64.04,151.41,17.45,63.37,68.55,51.48,1.17,13.21,56.7,3.31,5.46,2.7969671558350804,150.0,Moderate,26.9124,75.7873
Jaipur,2020-02-13,72.87,170.52,39.28,64.98,86.21,56.15,1.23,14.08,49.06,5.58,14.1,2.797148846960168,163.0,Moderate,26.9124,75.7873
Jaipur,2020-02-14,59.62,130.02,9.45,46.03,44.09,32.63,0.87,15.04,58.76,2.55,6.06,2.797330538085255,147.0,Moderate,26.9124,75.7873
Jaipur,2020-02-15,50.97,121.14,16.56,58.13,62.63,38.26,0.92,18.1,47.75,3.64,12.24,2.7975122292103425,134.0,Moderate,26.9124,75.7873
Jaipur,2020-02-16,49.83,128.09,43.28,67.32,92.47,43.24,1.02,13.5,46.34,5.33,21.23,2.79769392033543,133.0,Moderate,26.9124,75.7873
Jaipur,2020-02-17,65.69,150.22,60.44,82.69,119.71,57.28,1.23,14.45,36.29,6.71,23.25,2.797875611460517,159.0,Moderate,26.9124,75.7873
Jaipur,2020-02-18,61.27,154.46,78.5,83.09,135.91,56.33,1.58,15.14,36.74,7.9,25.31,2.7980573025856046,160.0,Moderate,26.9124,75.7873
Jaipur,2020-02-19,66.08,153.94,43.35,64.85,90.02,44.52,1.04,18.31,49.74,8.86,26.38,2.798238993710692,179.0,Moderate,26.9124,75.7873
Jaipur,2020-02-20,46.11,105.0,5.57,37.07,34.97,23.28,0.92,17.16,58.24,3.15,6.53,2.7984206848357798,104.0,Moderate,26.9124,75.7873
Jaipur,2020-02-21,66.72,161.44,5.33,33.95,34.82,25.68,0.96,15.43,54.19,3.7,4.25,2.7986023759608667,132.0,Moderate,26.9124,75.7873
Jaipur,2020-02-22,49.79,91.06,5.44,35.4,33.16,25.4,0.86,12.67,48.74,2.63,5.63,2.798784067085954,106.0,Moderate,26.9124,75.7873
Jaipur,2020-02-23,51.39,104.68,4.25,33.67,30.65,24.34,0.83,12.87,61.16,2.39,4.81,2.798965758211041,107.0,Moderate,26.9124,75.7873
Jaipur,2020-02-24,50.4,98.54,8.2,42.37,42.84,31.16,0.88,16.53,59.99,2.53,5.64,2.799147449336129,102.0,Moderate,26.9124,75.7873
Jaipur,2020-02-25,60.53,121.82,11.98,55.28,56.92,36.36,0.84,13.8,51.19,3.05,7.5,2.799329140461216,127.0,Moderate,26.9124,75.7873
Jaipur,2020-02-26,48.24,107.89,8.24,43.69,40.15,25.95,1.01,14.49,65.03,3.01,6.61,2.7995108315863035,115.0,Moderate,26.9124,75.7873
Jaipur,2020-02-27,50.09,115.08,13.24,44.11,47.99,25.62,0.97,13.1,67.06,3.61,8.87,2.799692522711391,111.0,Moderate,26.9124,75.7873
Jaipur,2020-02-28,53.32,121.08,6.78,37.13,35.85,22.04,0.88,13.42,64.07,3.78,6.26,2.7998742138364783,116.0,Moderate,26.9124,75.7873
Jaipur,2020-02-29,48.52,114.53,9.51,38.31,41.52,22.34,1.04,12.92,64.28,2.66,3.84,2.8000559049615656,110.0,Moderate,26.9124,75.7873
Jaipur,2020-03-01,29.03,86.33,4.88,27.16,25.74,22.55,0.66,11.69,72.11,1.05,2.4,2.800237596086653,113.0,Moderate,26.9124,75.7873
Jaipur,2020-03-02,35.93,86.35,6.92,36.84,38.45,32.67,0.9,14.27,70.56,2.34,3.57,2.8004192872117404,95.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-03,49.42,116.32,6.06,39.03,37.78,41.76,0.91,13.27,72.23,2.2,4.33,2.800600978336828,115.0,Moderate,26.9124,75.7873
Jaipur,2020-03-04,44.52,100.89,5.62,33.16,34.56,31.07,0.92,13.27,75.54,2.55,7.92,2.8007826694619147,117.0,Moderate,26.9124,75.7873
Jaipur,2020-03-05,29.46,64.82,6.66,26.74,27.95,32.29,0.86,13.6,66.29,2.45,15.81,2.800964360587002,88.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-06,28.6,62.79,7.72,34.55,35.31,38.47,0.79,12.91,54.62,1.41,22.56,2.8011460517120894,83.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-07,31.86,71.4,13.14,48.35,50.35,53.93,0.86,12.72,40.75,1.09,18.05,2.801327742837177,88.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-08,27.29,68.45,8.68,37.4,37.66,42.4,0.85,12.39,62.14,1.14,24.02,2.801509433962264,92.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-09,30.17,78.51,10.32,38.51,38.91,42.83,0.81,12.01,64.83,1.2,29.55,2.8016911250873515,100.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-10,30.88,79.9,3.58,21.76,20.22,25.15,0.63,12.34,76.3,1.45,26.55,2.801872816212439,96.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-11,30.18,72.28,4.71,25.34,25.5,27.4,0.86,11.74,73.03,1.38,28.13,2.8020545073375263,90.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-12,43.86,122.98,7.65,40.09,40.12,38.84,0.86,11.69,53.33,1.51,24.66,2.8022361984626136,104.0,Moderate,26.9124,75.7873
Jaipur,2020-03-13,78.24,247.19,16.42,47.23,51.48,55.36,0.76,15.56,51.0,1.58,23.23,2.802417889587701,144.0,Moderate,26.9124,75.7873
Jaipur,2020-03-14,60.0,181.04,5.82,32.01,30.43,36.05,1.04,14.93,67.46,1.31,21.62,2.8025995807127884,199.0,Moderate,26.9124,75.7873
Jaipur,2020-03-15,44.49,101.22,4.56,33.42,30.67,35.97,1.83,13.71,66.38,1.26,22.25,2.802781271837876,132.0,Moderate,26.9124,75.7873
Jaipur,2020-03-16,45.38,92.2,4.42,34.31,31.21,36.64,0.82,17.26,87.83,1.64,27.14,2.802962962962963,127.0,Moderate,26.9124,75.7873
Jaipur,2020-03-17,43.23,93.03,7.64,45.87,44.0,45.22,1.01,14.32,76.5,2.47,27.97,2.8031446540880505,133.0,Moderate,26.9124,75.7873
Jaipur,2020-03-18,43.92,97.43,18.39,48.04,54.49,55.9,1.21,13.86,71.2,3.82,30.98,2.803326345213138,123.0,Moderate,26.9124,75.7873
Jaipur,2020-03-19,46.94,102.61,15.7,43.78,48.53,46.08,1.06,14.21,69.56,3.8,31.36,2.803508036338225,122.0,Moderate,26.9124,75.7873
Jaipur,2020-03-20,47.44,100.6,4.35,28.08,25.96,29.6,0.52,16.32,86.07,2.52,24.59,2.803689727463313,116.0,Moderate,26.9124,75.7873
Jaipur,2020-03-21,31.9,64.36,4.06,30.67,28.98,30.64,0.65,15.34,77.24,1.37,24.55,2.8038714185884,108.0,Moderate,26.9124,75.7873
Jaipur,2020-03-22,32.69,67.6,2.81,17.33,15.99,22.51,0.53,11.8,88.19,1.7,24.92,2.8040531097134878,100.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-23,36.05,73.5,3.11,19.51,19.12,23.11,0.63,13.09,72.65,1.81,24.24,2.8042348008385747,90.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-24,34.35,72.85,3.77,21.98,21.71,26.06,0.59,11.67,59.98,2.24,29.42,2.804416491963662,92.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-25,26.0,57.46,3.25,15.39,15.89,21.49,0.5,9.47,47.16,1.84,27.84,2.8045981830887494,73.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-26,14.28,31.24,3.11,11.37,12.15,21.49,0.41,8.44,45.6,0.57,16.93,2.804779874213837,57.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-27,9.12,19.14,3.22,11.22,12.8,23.28,0.47,10.15,35.1,0.42,27.62,2.804961565338924,52.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-28,10.59,27.54,3.22,13.15,13.76,24.09,0.51,10.98,38.85,0.39,27.32,2.805143256464011,67.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-29,12.92,35.04,2.89,12.12,12.51,17.71,0.39,11.87,53.13,0.26,22.29,2.8053249475890984,71.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-30,13.71,39.81,2.68,11.93,12.11,16.02,0.47,12.47,52.62,0.3,22.78,2.805506638714186,72.0,Satisfactory,26.9124,75.7873
Jaipur,2020-03-31,21.58,46.95,3.27,18.7,18.65,24.67,0.67,13.55,44.5,0.99,23.68,2.805688329839273,70.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-01,27.53,67.35,2.77,10.56,11.03,16.13,0.51,12.78,45.57,0.66,23.03,2.805870020964361,79.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-02,21.65,44.31,2.64,10.65,10.98,15.93,0.58,14.8,46.11,0.3,17.7,2.806051712089448,71.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-03,18.43,37.37,2.65,10.58,10.77,15.35,0.56,18.55,47.78,0.29,18.28,2.8062334032145357,74.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-04,19.85,48.46,3.36,16.92,16.84,22.44,0.74,14.75,41.64,0.94,22.84,2.8064150943396227,76.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-05,24.93,62.17,2.92,12.82,12.73,18.27,0.57,15.63,48.18,0.78,23.0,2.80659678546471,79.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-06,31.2,81.56,3.07,12.75,13.24,18.84,0.54,14.14,51.63,0.92,18.76,2.8067784765897974,79.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-07,26.38,78.6,3.32,11.6,13.04,18.45,0.59,10.95,54.99,0.42,20.76,2.8069601677148848,80.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-08,20.07,54.61,3.14,11.44,12.48,17.55,0.49,11.39,53.07,0.25,11.44,2.807141858839972,78.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-09,22.06,56.49,2.97,11.82,12.59,17.25,0.54,12.54,56.44,0.3,7.87,2.8073235499650595,78.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-10,24.47,63.6,3.25,13.66,14.13,19.72,0.5,13.53,53.28,0.5,12.65,2.807505241090147,76.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-11,30.99,88.94,3.15,12.9,13.6,18.61,0.51,12.63,50.51,0.52,10.05,2.8076869322152342,79.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-12,28.61,80.61,3.06,11.97,12.76,17.73,0.62,12.14,52.32,0.57,7.24,2.8078686233403216,86.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-13,33.95,96.61,5.69,22.47,23.26,30.66,0.58,13.38,39.86,1.32,13.81,2.808050314465409,83.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-14,42.11,116.07,3.7,17.77,18.21,24.03,0.66,12.46,48.44,0.95,10.71,2.8082320055904963,113.0,Moderate,26.9124,75.7873
Jaipur,2020-04-15,32.07,92.25,4.27,18.99,19.22,25.6,0.6,12.39,43.41,1.33,12.14,2.808413696715584,100.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-16,26.89,94.49,2.97,12.04,12.67,17.82,0.51,13.91,51.39,0.37,8.02,2.808595387840671,93.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-17,47.5,147.95,3.22,11.34,12.55,17.38,0.62,11.67,50.1,0.38,8.87,2.8087770789657585,120.0,Moderate,26.9124,75.7873
Jaipur,2020-04-18,49.37,143.5,3.38,14.52,15.04,20.42,0.52,13.33,45.98,0.35,9.46,2.808958770090846,125.0,Moderate,26.9124,75.7873
Jaipur,2020-04-19,33.63,72.79,3.4,11.22,12.42,17.23,0.52,13.25,58.19,0.41,6.65,2.809140461215933,110.0,Moderate,26.9124,75.7873
Jaipur,2020-04-20,26.15,51.02,3.4,12.31,13.26,18.62,0.6,11.72,52.65,0.31,7.01,2.809322152341021,76.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-21,16.38,36.53,3.28,13.17,13.87,19.68,0.51,12.74,58.62,0.44,7.39,2.809503843466108,77.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-22,20.81,50.6,3.1,13.76,14.74,19.34,0.61,12.06,65.96,0.71,0.63,2.8096855345911957,85.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-23,23.28,45.72,3.3,13.41,14.29,20.03,0.61,10.2,53.95,0.69,0.44,2.8098672257162827,78.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-24,23.18,54.55,4.46,17.09,18.71,24.62,0.58,12.13,42.34,0.64,0.89,2.8100489168413696,68.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-25,26.18,71.1,3.28,11.82,12.98,18.51,0.6,11.39,48.04,0.35,0.18,2.810230607966457,69.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-26,30.22,76.78,4.34,15.25,17.25,22.76,0.63,12.68,42.95,1.08,0.77,2.8104122990915443,85.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-27,22.23,48.21,3.62,13.63,14.7,21.17,0.58,11.4,49.23,0.92,0.3,2.810593990216632,74.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-28,25.22,50.57,3.07,13.61,14.18,20.34,0.73,12.19,59.58,0.89,0.44,2.810775681341719,79.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-29,32.26,66.25,3.26,11.16,12.29,18.42,0.5,12.05,64.5,0.92,0.26,2.8109573724668064,84.0,Satisfactory,26.9124,75.7873
Jaipur,2020-04-30,51.34,193.04,3.39,14.2,15.01,20.66,0.59,12.14,51.56,0.46,0.54,2.811139063591894,132.0,Moderate,26.9124,75.7873
